Source,Headline,URL
Live Mint,The Hyundai Motor IPO: Why the valuations have taken a reality check,https://www.livemint.com/companies/the-hyundai-motor-ipo-why-the-valuations-have-taken-a-reality-check-11724239860207.html
Live Mint,Need an advance on your salary this festive season? There are startups for that.,https://www.livemint.com/companies/salary-advance-startups-fintechs-loans-gig-workers-employees-festival-season-credit-on-upi-refyne-karmalife-salaryse-11724239370942.html
Live Mint,"Not upset about MPC view, flexible inflation targeting has helped: J.R. Varma",https://www.livemint.com/news/india/mpc-jayanth-r-varma-dissenter-monetary-policy-stance-repo-rate-cut-inflation-gdp-11724419978668.html
Live Mint,Think big and raise capital early: Fractal’s Srikanth to entrepreneurs,https://www.livemint.com/companies/people/fractal-analytics-srikanth-velamakanni-artificial-intelligence-data-mba-entrepreneurship-startups-funding-11724413625397.html
Live Mint,Mint Explainer: Sebi’s RHFL crackdown—Why Anil Ambani and others were held accountable,https://www.livemint.com/companies/sebi-probe-anil-ambani-ban-securities-market-rhfl-fund-diversion-loan-scam-corporate-governance-11724413999518.html
Live Mint,Can reality shows like Bigg Boss retain their charm without top stars as hosts?,https://www.livemint.com/industry/reality-shows-bigg-boss-ott-top-stars-hosts-salman-khan-11724226103598.html
Live Mint,Most PSU stocks are running out of steam. These are the exceptions.,https://www.livemint.com/market/stock-market-news/psu-stocks-psu-valuations-bse-psu-index-beml-cochin-shipyard-bharat-dynamics-coal-india-ntpc-hpcl-ongc-11724386078928.html
Live Mint,Can Nalco beat aluminium price fluctuations?,https://www.livemint.com/market/mark-to-market/nalco-share-price-national-aluminium-company-nalco-expansion-alumina-nalco-coal-block-nalco-ebitda-11724401721618.html
Live Mint,"Drowning in debt at 32, confessions of a failed options trader",https://www.livemint.com/money/personal-finance/fo-futures-options-trader-sebi-share-market-stocks-financial-loss-loans-11724318066966.html
Live Mint,Adani family looks to raise $3.6 bn via sales of promoter stakes as shares of group firms skyrocket,https://www.livemint.com/companies/news/adani-family-looks-to-raise-3-6-bn-via-sales-of-promoter-stakes-as-shares-of-group-firms-skyrocket-11724340339603.html
Live Mint,"Indian companies junk private deals, take the IPO route for higher valuations",https://www.livemint.com/companies/news/indian-companies-junk-private-deals-take-the-ipo-route-for-higher-valuations-11724327512562.html
Live Mint,India may want more EV parts to be made locally. It may not be entirely feasible.,https://www.livemint.com/auto-news/electric-vehicles-evs-auto-makers-localization-rules-auto-components-fame-emps-11724309714505.html
Live Mint,"EV slump hits big IT, but smaller research services companies shine",https://www.livemint.com/companies/news/auto-er-d-companies-grow-even-as-indias-largest-it-services-firms-flag-caution-11724324471416.html
Live Mint,Centre to auction another 50 commercial coal blocks in FY25,https://www.livemint.com/news/india/government-auction-commercial-coal-blocks-fy25-11724324267802.html
Live Mint,AI mania will face its moment of reckoning: Ruchir Sharma,https://www.livemint.com/economy/ruchir-sharma-artificial-intelligence-what-went-wrong-with-capitalism-socialism-stock-market-great-depression-buffett-11724328813908.html
Live Mint,"NGOs eye social stock exchanges, but compliance barriers remain",https://www.livemint.com/market/ngos-social-stock-exchanges-nse-bse-sebi-philanthropy-non-profit-social-cause-donate-11724315576896.html
Live Mint,Bibek Debroy committee to release infra-financing framework by Sep,https://www.livemint.com/news/india/bibek-debroy-pm-eac-infrastructure-financing-framework-11724321000280.html
Live Mint,"Indian gaming influencers seek the stars, but it’s a tricky upward trek",https://www.livemint.com/industry/indian-gaming-influencers-seek-the-stars-but-its-a-tricky-upward-trek-for-gamers-to-earn-a-livelihood-11724324155265.html
Live Mint,"T20 league, Legends League Cricket secures  ₹39 crore Investment from Dubai-based real estate company",https://www.livemint.com/sports/cricket-news/t20-league-legends-league-cricket-secures-39-crore-investment-from-dubai-real-estate-company-international-cricketers-11724304798378.html
Live Mint,Some retail stocks are defying gravity. It’s best to avoid them.,https://www.livemint.com/market/stock-market-news/retail-stocks-retail-space-organised-retail-global-retail-market-operating-margins-retail-industry-trent-zudio-11724315387448.html
Live Mint,Zerodha’s referral stoppage exposes the dark side of influencer marketing,https://www.livemint.com/money/personal-finance/zerodha-referral-programme-affiliate-marketing-finfluencers-nse-sebi-nithin-kamath-authorised-persons-11724249184960.html
Live Mint,Sovereign gold bond dilemma: How a well-intentioned scheme is draining government coffers,https://www.livemint.com/opinion/online-views/sovereign-gold-bond-government-borrowing-scheme-t-bills-forex-budget-11724216545061.html
Live Mint,Could ‘two-factor authentication’ in India’s fiscal policy be a masterstroke?,https://www.livemint.com/economy/fiscal-deficit-fiscal-policy-government-debt-debt-to-gdp-ratio-fiscal-deficit-target-sovereign-rating-frbm-act-11724218502662.html
Live Mint,Mint Explainer: The debate on regulating messaging and streaming apps,https://www.livemint.com/industry/telecom/trai-ott-apps-explainer-whatsapp-telegram-netflix-hotstar-youtube-telecom-companies-consultation-paper-11724146466039.html
Live Mint,Market constituents hope for change in Sebi’s derivatives plans,https://www.livemint.com/market/market-constituents-hope-for-change-in-sebi-derivatives-plans-11724161870672.html
Live Mint,Mint Primer | How prepared is India for an Mpox outbreak?,https://www.livemint.com/news/mint-primer-should-india-be-worried-about-mpox-monkeypox-11724147326127.html
Live Mint,Foreign PE funds make a beeline for India as global growth falters,https://www.livemint.com/industry/foreign-pe-funds-make-a-beeline-for-india-as-global-growth-falters-11724151364587.html
Live Mint,The ghost that haunts the global oil markets,https://www.livemint.com/market/commodities/global-oil-markets-oil-and-gas-commodity-markets-oil-trading-ghost-markets-off-the-books-oil-opec-russian-oil-11724158855607.html
Live Mint,Class war: IndiGo shows Air India it means business,https://www.livemint.com/companies/news/indigo-business-class-air-india-airbus-boeing-vistara-akasa-spicejet-airasia-rahul-bhatia-flydubai-indigo-stretch-fleet-11724151206185.html
Live Mint,"Out of Bangladesh fire, Indian students find themselves in the frying pan",https://www.livemint.com/education/indian-students-bangladesh-violence-mbbs-medical-mba-ukraine-neet-11724061375835.html
Live Mint,IT service providers struggle to deliver value-added work as they seek to shed image of ‘order takers’,https://www.livemint.com/companies/it-service-providers-value-added-work-order-takers-infosys-cognizant-hcl-technologies-11724144138779.html
Live Mint,Should PMS investors switch to focused funds after new tax changes?,https://www.livemint.com/money/personal-finance/portfolio-management-pms-mutual-fund-mf-investors-focused-funds-tax-changes-budget-capital-gains-tax-sebi-11724141103683.html
Live Mint,Could Sebi’s new curbs for investment advisers choke financial planning in India?,https://www.livemint.com/money/personal-finance/investment-advisors-financial-planning-sebi-guidelines-ria-regulations-ia-licence-sebi-consultation-paper-11724130143473.html
Live Mint,Why Balkrishna Industries is on a slippery slope,https://www.livemint.com/market/mark-to-market/balkrishna-industries-tyre-market-industry-june-quarter-revenue-profit-ebitda-earnings-forecasts-street-expectations-11724142843107.html
Live Mint,What’s behind India’s surging smartphone exports?,https://www.livemint.com/industry/smartphone-exports-assembly-hub-apple-iphone-assembly-pli-scheme-china-electronics-global-value-chains-11724070130408.html
Live Mint,"Axis Bank to sell stake in finance unit, looks at listing too",https://www.livemint.com/companies/axis-bank-axis-finance-divestment-rbi-axis-bank-divestment-ceo-amitabh-chaudhry-hdfc-hdb-financial-ipo-11724069057020.html
Live Mint,"Metro Brands is losing its mojo, but its stock remains richly valued",https://www.livemint.com/market/mark-to-market/metro-brands-share-price-footwear-retailer-june-quarter-expansion-plans-weakening-demand-revenue-growth-new-stores-11724134361323.html
Live Mint,"Pre-IPO share sales surge as investors, startups reap rewards",https://www.livemint.com/market/startup-investors-investment-sales-secondary-market-sales-pre-ipo-deals-firstcry-ola-electric-purplle-lenskart-11723975406101.html
Live Mint,These proxy small cap stocks could help you ride the electronics wave,https://www.livemint.com/market/stock-market-news/air-conditioner-makers-electronics-manufacturing-proxy-investing-small-cap-stocks-voltas-blue-star-pli-scheme-11724133065293.html
Live Mint,"Firms look to secure women’s safety with timings, transport, SOS options",https://www.livemint.com/industry/human-resource/firms-look-to-secure-womens-safety-with-timings-transport-sos-options-11724068254634.html
Live Mint,"Indian Oil Corp, HPCL and BPCL consortium in talks with Equinor to secure LPG contract",https://www.livemint.com/companies/news/indian-oil-corp-hpcl-and-bpcl-consortium-in-talks-with-equinor-to-secure-lpg-contract-11724065312334.html
Live Mint,Ask before issuing tax notice where law is prone to interpretations: CBIC to officials,https://www.livemint.com/economy/ask-before-issuing-tax-notice-where-law-is-prone-to-interpretations-cbic-to-officials-11724049899427.html
Live Mint,Mint Primer | What is NPCI’s game plan for the BHIM app?,https://www.livemint.com/industry/banking/mint-primer-what-is-npci-s-game-plan-for-the-bhim-app-upi-google-pay-phonepe-paytm-digital-payments-11724078293451.html
Live Mint,US seeks L&T chair S.N. Subrahmanyan’s testimony in Cognizant bribery case,https://www.livemint.com/companies/news/cognizant-bribery-charges-l-t-s-n-subrahmanyan-testimony-office-construction-illicit-payments-us-investigation-11724042637765.html
Live Mint,Your car’s AC and tyres need a climate-driven upgrade. Here’s why,https://www.livemint.com/auto-news/why-your-car-s-ac-and-tyres-need-a-climate-driven-upgrade-subros-tata-ev-minda-jk-tyre-auto-electric-india-cars-11724045307387.html
Live Mint,Getting Pine Labs IPO-ready: What ‘fintech bully’ Amrish Rau can learn from Paytm,https://www.livemint.com/companies/people/pine-labs-amrish-rau-ipo-fintech-paytm-payu-phonepe-razorpay-cred-upi-payments-peak-xv-partners-sequoia-shailendra-singh-11724068758083.html
Live Mint,How this AI-based app can help you avoid insurance claim rejection,https://www.livemint.com/money/personal-finance/insurance-claim-rejection-disclosure-terms-and-conditions-polyfix-life-heath-motor-insurance-lifestyle-habits-11724066311533.html
Live Mint,Mint Explainer: The significance of the sole dissenter in the retrospective mining tax ruling,https://www.livemint.com/industry/explainer-supreme-court-ruling-justice-bv-nagarathna-dissent-mining-mineral-taxation-royalty-mmrda-act-india-cements-11723964085570.html
Live Mint,"Cement prices are at a multi-year low, and there’s more earnings pain ahead",https://www.livemint.com/market/mark-to-market/cement-sector-cement-prices-june-quarter-cement-sales-earnings-downgrades-market-share-realisations-volume-growth-11724055610598.html
Live Mint,Three steps to ensure you have enough money when you need it,https://www.livemint.com/money/personal-finance/savings-investments-health-insurance-emergency-fund-mutual-funds-sip-term-plan-retirement-planning-11723961604560.html
Live Mint,How young professionals are finding new gigs to diversify their income,https://www.livemint.com/money/personal-finance/how-young-professionals-are-finding-new-gigs-to-diversify-their-income-11723881737683.html
Live Mint,Morgan Stanley in talks to exit investment in Manna Foods,https://www.livemint.com/companies/news/morgan-stanley-manna-foods-private-equity-indian-health-food-industry-southern-health-foods-fmcg-soulfull-tata-11724039933481.html
Live Mint,Sebi ramps up investigations amid market turmoil,https://www.livemint.com/market/stock-market-news/sebi-ramps-up-investigations-amid-market-turmoil-11723961309728.html
Live Mint,"Youth-focused cosmetics brands are shining, but loyalty remains a challenge",https://www.livemint.com/industry/retail/cosmetics-beauty-industry-gen-z-venture-capital-private-equity-social-media-beauty-trends-consumer-behaviour-11723970449203.html
Live Mint,IRCTC’s journey can be pleasant if non-convenience fee surprises,https://www.livemint.com/market/mark-to-market/irctc-non-convenience-fee-public-sector-stocks-upi-internet-ticketing-revenue-rail-neer-tourism-segments-11723970995621.html
Live Mint,"Why Saurabh Mukherjea sidesteps defence, power & infra, metals and government-heavy sectors",https://www.livemint.com/market/mark-to-market/saurabh-mukherjea-defence-power-infra-metals-heavy-sectors-capital-investment-capex-portfolio-management-11723959035058.html
Live Mint,Agnikul Cosmos: It’s definitely rocket science,https://www.livemint.com/technology/agnikul-cosmos-agnibaan-sriharikota-mobile-launchpad-aerospace-isro-spacex-boeing-rocket-science-space-technology-11723980092198.html
Live Mint,Why Indian IT firms dread US economic uncertainty,https://www.livemint.com/economy/it-industry-it-firms-it-services-companies-us-economy-recession-jobs-employment-interest-rates-inflation-11723964443686.html
Live Mint,Beyond the noise: Unpacking Q1 earnings surprises,https://www.livemint.com/news/india/q1-earnings-trends-june-quarter-indian-companies-growth-story-profits-non-core-revenue-stock-price-11723958096774.html
Live Mint,Safety first: Creepy cities are energy drains for half of us,https://www.livemint.com/opinion/online-views/women-safety-sexual-violence-rape-kolkata-protests-women-labour-force-participation-women-employees-11723787739914.html
Live Mint,Jaydeep Barman’s on a (Kolkata chicken) roll that won’t ever stop,https://www.livemint.com/companies/jaydeep-barman-rebel-foods-startup-cloud-kitchen-food-brands-faasos-behrouz-biriyani-oven-story-founder-diaries-11723792224583.html
Live Mint,A heritage site steps into the future,https://www.livemint.com/mint-lounge/art-and-culture/first-sunken-contemporary-museum-at-world-heritage-site-of-humayuns-tomb-11723784051166.html
Live Mint,Pavan Guntupalli: On a Rapido ride,https://www.livemint.com/mint-lounge/business-of-life/pavan-guntupalli-rapido-unicorn-co-founder-business-lounge-11723643666754.html
Live Mint,Gen AI pushes global firms to pour money into hardware upgrades,https://www.livemint.com/industry/infotech/gen-ai-tech-spending-it-services-software-hardware-upgrades-chatgpt-nvidia-windows-tcs-infosys-wipro-accenture-11723789194428.html
Live Mint,One of India’s largest plastic recyclers has a new PET project. Investors love it.,https://www.livemint.com/companies/news/ganesha-ecosphere-share-price-pet-waste-recycling-r-pet-plastic-recycling-textile-industry-fmcg-epr-norms-esg-11723739797509.html
Live Mint,India to ramp up trade negotiations with key partners starting next week,https://www.livemint.com/economy/free-trade-agreement-fta-talks-india-eu-australia-asean-uk-ceca-carbon-tax-pesticide-residue-tariff-cuts-11723781874355.html
Live Mint,Inside the reticent mind of FirstCry’s top bee—Supam Maheshwari,https://www.livemint.com/companies/supam-maheshwari-startup-founder-profile-firstcry-three-unicorns-brainbees-xpressbees-globalbees-ipo-11723633844859.html
Live Mint,Mint Primer: Seven economic moments to remember since 1947,https://www.livemint.com/economy/mint-primer-seven-economic-moments-to-remember-since-1947-independence-day-manmohan-liberalisation-green-revolution-11723646840035.html
Live Mint,Green light for retro tax sends a shockwave across mining and metals companies,https://www.livemint.com/news/india/mmdr-act-tax-demands-mineral-rights-fimi-tushar-mehta-supreme-court-11723646478149.html
Live Mint,Premier Energies IPO to open on August 27; Here’s what GMP signals,https://www.livemint.com/market/stock-market-news/premier-energies-ipo-to-open-on-august-27-heres-what-gmp-signals-ahead-of-subscription-11724576392862.html
Live Mint,"Market capitalisation of 9 of top 10 valued firms surges by  ₹95,522 crore",https://www.livemint.com/market/stock-market-news/market-capitalisation-of-9-of-top-10-valued-firms-surges-by-95-522-crore-reliance-tcs-among-top-gainers-11724572920990.html
Live Mint,Is Indian stock market closed tomorrow for Janmashtami?,https://www.livemint.com/market/stock-market-news/stock-market-holidays-is-indian-stock-market-closed-on-monday-for-janmashtami-2024-date-11724461838029.html
Live Mint,"IPOs this week: 9 companies expected to raise over  ₹4,000 crore",https://www.livemint.com/market/ipo/ipo-this-week-9-companies-including-3-mainboard-listings-and-6-smes-to-list-expected-to-raise-over-rs-4-000-crore-11724557298608.html
Live Mint,Adani Group’s Mumbai slum revamp struggles to secure land in potential setback,https://www.livemint.com/companies/news/adani-groups-dharavi-dream-faces-reality-check-as-land-acquisition-challenges-mount-11724572976950.html
Live Mint,"Who is Pavel Durov, Telegram CEO arrested by French authorities? All about him",https://www.livemint.com/companies/who-is-pavel-durov-telegram-ceo-arrested-by-french-authorities-all-about-him-11724557573349.html
Live Mint,Telegram CEO Pavel Durov arrested at French airport: Here’s why,https://www.livemint.com/companies/people/telegram-ceo-pavel-durov-arrested-at-french-airport-11724549778532.html
Live Mint,Zomato launches order scheduling feature. Delhi NCR and more to get update,https://www.livemint.com/companies/news/zomato-launches-order-scheduling-feature-delhi-ncr-bengaluru-mumbai-ahmedabad-chandigarh-and-more-to-get-update-11724553138388.html
Live Mint,RBI declares premature redemption calendar for SGBs issued between 2017-2020,https://www.livemint.com/money/personal-finance/sovereign-gold-bonds-rbi-declares-premature-redemption-calendar-for-sgbs-issued-between-2017-2020-first-date-oct-11-11724518342359.html
Live Mint,Centre approves Unified Pension Scheme for govt employees; All you need to know,https://www.livemint.com/money/personal-finance/centre-approves-unified-pension-scheme-for-govt-employees-family-minimum-pension-guaranteed-11724509619483.html
Live Mint,Mutual Funds:  ₹1 lakh invested at the inception in this scheme grew to 70 lakh,https://www.livemint.com/money/personal-finance/magic-of-compounding-rs-1-lakh-invested-in-this-scheme-at-launch-would-have-grown-to-70-lakh-icici-pru-multi-asset-fund-11724498034140.html
Live Mint,SEBI spends below 5 per cent of IPEF corpus on investors’ education: Report,https://www.livemint.com/money/sebi-spends-below-5-per-cent-of-ipef-corpus-on-education-awareness-of-investors-report-11724493335777.html
Live Mint,"Amazon offers on kitchen appliances: Up to 62% off on air fryers, OTG and more",https://www.livemint.com/technology/gadgets/amazon-offers-on-kitchen-appliances-up-to-62-off-on-water-purifiers-otg-ovens-air-fryers-and-more-11724412174905.html
Live Mint,iPhone 16 camera details leaked ahead of anticipated September launch,https://www.livemint.com/technology/gadgets/iphone-16-camera-details-leaked-ahead-of-anticipated-september-launch-iphone-16-pro-iphone-16-launch-all-we-know-so-far-11724551077006.html
Live Mint,Weekly Tech Recap: Top 5 tech news of the week,https://www.livemint.com/technology/tech-news/weekly-tech-recap-iphone-16-launch-date-leaked-google-reportedly-looks-to-remove-search-button-on-android-and-more-11724488696906.html
Live Mint,"OnePlus Nord CE 4 gets a  ₹3,000 discount on Amazon. Should you buy?",https://www.livemint.com/technology/gadgets/oneplus-nord-ce-4-gets-a-massive-discount-on-amazon-available-effectively-for-under-rs-23000-11724475259681.html
Live Mint,"‘18% GST on health, life insurance is a burden,’ Derek O’Brien pens Sitharaman",https://www.livemint.com/economy/gst-council-meeting-september-9-health-life-insurance-middle-class-derek-obrien-finance-minister-nirmala-sitharaman-11724567538849.html
Live Mint,Fed’s Preferred Price Gauge to Reinforce Rate Cuts: Eco Week,https://www.livemint.com/economy/feds-preferred-price-gauge-to-reinforce-rate-cuts-eco-week-11724530658348.html
Live Mint,ECB’s Lane Says Return to 2% Inflation Target Not Yet Secure,https://www.livemint.com/economy/ecbs-lane-says-return-to-2-inflation-target-not-yet-secure-11724526885763.html
Live Mint,IIT Delhi and six educational institutions receive GST exemption notices: Report,https://www.livemint.com/economy/iit-delhi-six-other-educational-institutions-receive-gst-exemption-notices-totaling-approximately-rs-220-crore-report-11724461823774.html
Live Mint,US Fed Chair Jerome Powell to Speak at Jackson Hole Today; What to Expect?,https://www.livemint.com/videos/economy/us-fed-chair-jerome-powell-to-speak-at-jackson-hole-today-heres-what-to-expect-on-policy-rates-11724395212135.html
Live Mint,Here’s Why Decathlon is Investing €100 Million in India,https://www.livemint.com/videos/companies/heres-why-decathlon-is-investing-100-million-in-india-11724319281908.html
Live Mint,"Bharat Bandh Today: What’s Open, What’s Closed; Here’s All You Need To Know",https://www.livemint.com/videos/news/bharat-bandh-today-what-s-open-what-s-closed-here-s-all-you-need-to-know-11724224179836.html
Live Mint,"OLA Electric Reveals Big EV Plan for India, Gets First ‘Buy’ Call",https://www.livemint.com/videos/markets/ola-electric-reveals-big-ev-plan-for-india-gets-first-buy-call-ola-electric-shares-price-target-11723802935228.html
Live Mint,"Cognizant Faces Fresh Backlash, Offers 1% Salary Hike",https://www.livemint.com/videos/companies/cognizant-faces-fresh-backlash-offers-1-salary-hike-after-2002-pay-package-for-freshers-11723789959877.html
Live Mint,"Janmashtami 2024: Banks to remain closed in THESE states, cities",https://www.livemint.com/industry/banking/janmashtami-2024-bank-to-remain-closed-in-these-states-cities-check-full-list-11724566059912.html
Live Mint,Podcasts used to be ad-light oases. Not anymore.,https://www.livemint.com/industry/podcasts-used-to-be-ad-light-oases-not-anymore-11724484644516.html
Live Mint,"India’s commercial realty booms as global companies expand GCCs, Delhi-NCR leads",https://www.livemint.com/industry/indias-commercial-realty-booms-as-global-companies-expand-gccs-delhi-ncr-emerges-as-hotbed-driven-by-noida-expressway-11724469602507.html
Live Mint,SBI Mutual Funds get RBI approval to acquire 9.99% stake in Karur Vysya Bank,https://www.livemint.com/industry/banking/sbi-mutual-funds-get-rbi-approval-to-acquire-9-99-stake-in-karur-vysya-bank-increasing-its-presence-in-banking-sector-11724461858592.html
Live Mint,"Don’t just upgrade products, invent new use cases for technology",https://www.livemint.com/opinion/online-views/emerging-technology-ai-innovation-business-models-fintech-grubhub-cross-border-payments-product-development-11724575272788.html
Live Mint,Manu Joseph: Lessons from Donald Trump’s ‘Hillbilly’ running mate,https://www.livemint.com/opinion/online-views/manu-joseph-donald-trump-s-running-mate-jd-vance-poor-people-obama-democrats-working-class-college-education-11724575098843.html
Live Mint,Political thinking has become an unattractive career choice in free India,https://www.livemint.com/opinion/online-views/political-thinking-free-speech-politics-gandhian-ideas-political-ideology-education-system-career-growth-nehru-11724574971442.html
Live Mint,The unravelling of a financial titan: Ravi Parthasarathy and the IL&FS scandal,https://www.livemint.com/opinion/online-views/ravi-parthasarathy-il-fs-vijay-mallya-jet-airways-naresh-goyal-satyam-computers-adia-11724316384473.html
Live Mint,"‘Amit Shah forced everyone to read our election manifesto,’ says Omar Abdullah",https://www.livemint.com/politics/news/jk-assembly-polls-amit-shah-forced-everyone-to-read-our-election-manifesto-the-sad-part-is-says-omar-abdullah-11724576422244.html
Live Mint,Zelensky’s invasion of Russia sends a message to Moscow—and Washington,https://www.livemint.com/politics/zelenskys-invasion-of-russia-sends-a-message-to-moscow-and-washington-11724572527053.html
Live Mint,MVA initiates seat-sharing talks for elections; Shiv Sena eyes 20 seats,https://www.livemint.com/politics/news/maharashtra-assembly-polls-mva-seat-sharing-talks-shiv-sena-ubt-bjp-congress-uddhav-thackeray-sharad-pawar-ashish-shelar-11724554791739.html
Live Mint,"‘No Miss India from Dalits, tribals…’: Rahul Gandhi in caste census push",https://www.livemint.com/politics/news/uttar-pradesh-news-no-dalit-tribal-or-obc-women-in-miss-india-list-says-lop-rahul-gandhi-in-caste-census-push-11724513311642.html
Live Mint,ICSI Result 2024 for June exam OUT at icsi.edu. Steps to check marksheet here,https://www.livemint.com/education/icsi-result-2024-cs-executive-professional-june-exam-icsi-edu-direct-link-toppers-11724575053293.html
Live Mint,NEET PG Result 2024 OUT on natboard.edu.in,https://www.livemint.com/education/news/neet-pg-result-2024-out-on-natboard-edu-in-nbems-how-to-check-and-other-details-11724470840022.html
Live Mint,"GATE 2025 Registration begins today gate2025.iitr.ac.in, check details here",https://www.livemint.com/education/news/gate-2025-registration-begins-today-gate2025-iitr-ac-in-exam-date-fee-last-date-and-other-details-here-iit-roorkee-11724463736015.html
Live Mint,Study in Canada: 5 key things Indian students should be wary of,https://www.livemint.com/education/news/want-to-study-in-canada-5-key-things-you-should-be-careful-about-study-overseas-indian-students-abroad-11724431681114.html
Live Mint,Sunita Williams to return to Earth with SpaceX ‘next February’: NASA,https://www.livemint.com/science/news/return-next-february-2025-nasa-shares-update-on-sunita-williams-return-to-earth-11724518939663.html
Live Mint,Sunita Williams in space: Why did NASA schedule her return to Earth in 2025?,https://www.livemint.com/science/news/sunita-williams-stuck-in-space-why-did-nasa-schedule-her-return-earth-in-2025-elon-musk-spacex-dragon-boeing-starliner-11724558757731.html
Live Mint,Can ISRO help ’save’ Sunita Williams? S Somanath says...,https://www.livemint.com/science/news/can-isro-help-save-sunita-williams-s-somanath-says-nasa-starliner-boeing-spacex-11724431826457.html
Live Mint,NASA images: Hubble Telescope shares 6 breathtaking photos of Galaxies,https://www.livemint.com/science/news/nasa-images-hubble-telescope-shares-6-breathtaking-photos-of-galaxies-revealing-cosmic-wonders-11724472378449.html
