Source,Headline,URL,Label
Live Mint,Walking through Oman’s ancient frankincense trade route,https://www.livemint.com/mint-lounge/art-and-culture/abandoned-town-mirbat-ancient-frankincense-trade-connecting-india-and-oman-11723966189951.html,general
Live Mint,Meet lifestyle managers of the rich and too-busy,https://www.livemint.com/mint-lounge/style/lifestyle-managers-ultra-rich-indians-concierge-services-11723894428531.html,general
Live Mint,Kumaon’s new tea model for farmers,https://www.livemint.com/mint-lounge/food/kumaon-tea-india-new-farmers-models-11723788514770.html,general
Live Mint,"Israel, Hamas Accuse Each Other of Imperiling a Cease-Fire Deal",https://www.livemint.com/news/world/israel-hamas-accuse-each-other-of-imperiling-a-cease-fire-deal-11724009289986.html,general
Live Mint,Trump to Visit Border in Bid to Counter Harris Convention Speech,https://www.livemint.com/news/world/trump-to-visit-border-in-bid-to-counter-harris-convention-speech-11724008134916.html,general
Live Mint,Indian Coast Guard Director General Rakesh Pal dies after heart attack,https://www.livemint.com/news/india/indian-coast-guard-director-general-rakesh-pal-dies-after-cardiac-arrest-11723994367528.html,general
Live Mint,"AC outdoor unit falls on 18-year-old boy from second floor in Delhi, dies",https://www.livemint.com/news/india/shocking-air-conditioner-outdoor-unit-falls-from-second-floor-in-central-delhi-18-year-old-boy-dies-video-cctv-footage-11723998974180.html,general
Live Mint,"Wall Street week ahead: Focus on Jackson Hole Symposium, Jerome Powell speech",https://www.livemint.com/market/stock-market-news/wall-street-week-ahead-focus-on-jackson-hole-symposium-jerome-powell-speech-11723992016932.html,general
Live Mint,Market outlook: Investors should prioritize value over growth stocks,https://www.livemint.com/market/stock-market-news/market-outlook-investors-should-prioritize-value-over-growth-stocks-says-analyst-11723980386138.html,stocks
Live Mint,Buy or sell: Ganesh Dongre recommends three stocks for Monday — August 18,https://www.livemint.com/market/stock-market-news/buy-or-sell-bata-tata-chemicals-power-grid-ganesh-dongre-recommends-three-stocks-for-monday-11723978695098.html,stocks
Live Mint,Dharmesh Shah recommends these two stocks to buy on August 19,https://www.livemint.com/market/stock-market-news/top-stock-recommendations-dharmesh-shah-of-icici-securities-suggests-gail-tech-mahindra-for-august-19-11723911273692.html,stocks
Live Mint,Agnikul Cosmos: It’s definitely rocket science,https://www.livemint.com/technology/agnikul-cosmos-agnibaan-sriharikota-mobile-launchpad-aerospace-isro-spacex-boeing-rocket-science-space-technology-11723980092198.html,general
Live Mint,Why Indian IT firms dread US economic uncertainty,https://www.livemint.com/economy/it-industry-it-firms-it-services-companies-us-economy-recession-jobs-employment-interest-rates-inflation-11723964443686.html,stocks
Live Mint,Beyond the noise: Unpacking Q1 earnings surprises,https://www.livemint.com/news/india/q1-earnings-trends-june-quarter-indian-companies-growth-story-profits-non-core-revenue-stock-price-11723958096774.html,stocks
Live Mint,Safety first: Creepy cities are energy drains for half of us,https://www.livemint.com/opinion/online-views/women-safety-sexual-violence-rape-kolkata-protests-women-labour-force-participation-women-employees-11723787739914.html,general
Live Mint,Jaydeep Barman’s on a (Kolkata chicken) roll that won’t ever stop,https://www.livemint.com/companies/jaydeep-barman-rebel-foods-startup-cloud-kitchen-food-brands-faasos-behrouz-biriyani-oven-story-founder-diaries-11723792224583.html,general
Live Mint,A heritage site steps into the future,https://www.livemint.com/mint-lounge/art-and-culture/first-sunken-contemporary-museum-at-world-heritage-site-of-humayuns-tomb-11723784051166.html,general
Live Mint,Pavan Guntupalli: On a Rapido ride,https://www.livemint.com/mint-lounge/business-of-life/pavan-guntupalli-rapido-unicorn-co-founder-business-lounge-11723643666754.html,general
Live Mint,Gen AI pushes global firms to pour money into hardware upgrades,https://www.livemint.com/industry/infotech/gen-ai-tech-spending-it-services-software-hardware-upgrades-chatgpt-nvidia-windows-tcs-infosys-wipro-accenture-11723789194428.html,general
Live Mint,One of India’s largest plastic recyclers has a new PET project. Investors love it.,https://www.livemint.com/companies/news/ganesha-ecosphere-share-price-pet-waste-recycling-r-pet-plastic-recycling-textile-industry-fmcg-epr-norms-esg-11723739797509.html,stocks
Live Mint,India to ramp up trade negotiations with key partners starting next week,https://www.livemint.com/economy/free-trade-agreement-fta-talks-india-eu-australia-asean-uk-ceca-carbon-tax-pesticide-residue-tariff-cuts-11723781874355.html,general
Live Mint,Inside the reticent mind of FirstCry’s top bee—Supam Maheshwari,https://www.livemint.com/companies/supam-maheshwari-startup-founder-profile-firstcry-three-unicorns-brainbees-xpressbees-globalbees-ipo-11723633844859.html,general
Live Mint,Sakhalin stalemate: India wants equity oil; Russia for dividends.,https://www.livemint.com/companies/rosneft-ongc-videsh-vankorneft-taas-yuryakh-neftegazodobycha-opec-narendra-modi-dividends-11723624145441.html,stocks
Live Mint,Hero MotoCorp needs 125cc to stay in the fast lane,https://www.livemint.com/market/mark-to-market/hero-motocorp-125cc-xtreme-125r-launch-bajaj-auto-freedom-launch-ev-sales-electric-vehicles-two-wheeler-volumes-q1fy25-11723704027166.html,general
Live Mint,F&O signals more rally in markets as analysts expect a pullback,https://www.livemint.com/market/stock-market-news/fo-signals-markets-analysts-investors-fiis-nifty-11723716829559.html,stocks
Live Mint,"From Dubai to Tokyo: Indian spirits take flight, ticking global palates with single malts and more",https://www.livemint.com/industry/spirits-exports-soar-as-single-malts-spice-up-demand-11723702329872.html,general
Live Mint,What’s keeping Trent chicer than its competitors,https://www.livemint.com/market/mark-to-market/trent-zudio-westside-shoppers-stop-reliance-retail-june-quarter-revenue-profit-after-tax-quarterly-results-11723716357540.html,general
Live Mint,IIM grads get a reality check in a tight job market,https://www.livemint.com/education/iim-grads-get-a-reality-check-in-a-tight-job-market-11723633080734.html,stocks
Live Mint,India has big-city ambitions for its small airports. And for its big cities to have more.,https://www.livemint.com/industry/hub-airports-aviation-hub-civil-aviation-ministry-air-travel-aviation-industry-airport-expansion-air-traffic-11723723524491.html,general
Live Mint,Are paper stocks cheap enough to own now?,https://www.livemint.com/market/paper-stocks-packaging-industry-amazon-flipkart-delivery-jk-paper-west-coast-paper-mills-11723550739176.html,stocks
Live Mint,How DSP’s curious 10-stock fund is marching to a Hritik tune,https://www.livemint.com/money/personal-finance/dsp-new-fund-largecap-stock-hritik-hdfc-reliance-itc-tcs-infosys-kotak-nifty-11723702438675.html,stocks
Live Mint,India takes early steps towards becoming a global arbitration hub. And cut costs for its biggest litigant.,https://www.livemint.com/companies/global-arbitration-hub-india-law-ministry-enforcement-of-arbitral-awards-court-delays-litigation-government-legal-costs-11723703842940.html,general
Live Mint,Chronicling inherited memories of the Partition,https://www.livemint.com/mint-lounge/ideas/third-generation-descendants-document-grandparents-memories-partition-11723704735139.html,general
Live Mint,Mango wars: China grown Indian mango varieties eat into India’s exports,https://www.livemint.com/economy/mango-wars-china-grown-indian-mango-varieties-eat-into-india-exports-nehru-alphonso-international-trade-import-11723616126387.html,general
Live Mint,"Offshore fund used by Buch nestled in Bermuda, not Mauritius",https://www.livemint.com/market/offshore-fund-used-by-buch-nestled-in-bermuda-not-mauritius-11723641800580.html,stocks
Live Mint,Mint Primer: Seven economic moments to remember since 1947,https://www.livemint.com/economy/mint-primer-seven-economic-moments-to-remember-since-1947-independence-day-manmohan-liberalisation-green-revolution-11723646840035.html,stocks
Live Mint,Green light for retro tax sends a shockwave across mining and metals companies,https://www.livemint.com/news/india/mmdr-act-tax-demands-mineral-rights-fimi-tushar-mehta-supreme-court-11723646478149.html,general
Live Mint,Cluttered Independence Day weekend on the cards for movie theatres,https://www.livemint.com/industry/independence-day-weekend-for-movie-theatres-horror-comedy-stree-2-khel-khel-mein-vedaa-thangalaan-double-ismart-11723617327493.html,general
Live Mint,"Chips, Indic LLMs, flying taxis: Inside India’s tryst with tech independence",https://www.livemint.com/technology/quantum-technology-upi-aadhaar-ai-genai-chatgpt-ola-electric-tata-ondc-machine-learning-artificial-intelligence-11723638627787.html,general
Live Mint,"Welspun Living eyes  ₹1,200 crore from domestic branded business by FY27",https://www.livemint.com/companies/news/welspun-living-domestic-furnishing-business-dipali-goenka-bombay-dyeing-ddecor-christy-home-decor-textile-11723625815323.html,general
Live Mint,Netflix is making stand-up comedy anything but special,https://www.livemint.com/mint-lounge/art-and-culture/netflix-standup-comedy-special-trevor-noah-joe-rogan-bo-burnham-11723635263595.html,stocks
Live Mint,Don’t push NGOs to scale up the way businesses do,https://www.livemint.com/opinion/online-views/ngos-social-work-upscaling-ngo-funding-credibility-upskilling-programs-fundraising-training-programs-11723571892061.html,general
Live Mint,Google antitrust ruling: The big deal about Big Tech’s monopoly power,https://www.livemint.com/opinion/online-views/google-monopoly-big-tech-antitrust-ruling-google-antitrust-us-antitrust-google-search-11723615107548.html,general
Live Mint,FAME woes: Okinawa fails legal bid seeking stay in govt recovery proceedings for violating EV scheme criteria,https://www.livemint.com/companies/okinawa-fame-ii-penalty-delhi-high-court-electric-vehicles-evs-electric-scooters-fame-iii-subsidy-hero-electric-11723621826492.html,general
Live Mint,"Amid FII selling, retail investors again prop up Indian market",https://www.livemint.com/market/stock-market-news/retail-investor-hni-investor-fii-selling-indian-stock-market-nifty-domestic-institutional-investor-mutual-funds-11723612466955.html,stocks
Live Mint,Freedom and linguistic identity: Is Bangladesh losing its anchor?,https://www.livemint.com/opinion/online-views/bangladesh-1971-war-indo-pak-war-east-pakistan-bengali-language-democracy-freedom-struggle-politics-11723570561249.html,general
Live Mint,Riots in the UK make a case for social media supervision,https://www.livemint.com/opinion/online-views/x-violence-in-the-uk-social-media-regulation-multiculturalism-fake-news-hate-speech-cultural-diversity-immigration-11723570757397.html,general
Live Mint,"JSW Neo, Sembcorp, ONGC shortlisted to acquire NIIF backed Ayana in $800 million deal, binding bids by 19 August",https://www.livemint.com/companies/news/jsw-neo-sembcorp-ongc-shortlisted-to-acquire-niif-backed-ayana-in-800-million-deal-binding-bids-by-19-august-11723551065796.html,general
Live Mint,Factor investing has started drawing serious money in India,https://www.livemint.com/market/stock-market-news/factor-investing-has-started-drawing-serious-money-in-india-funds-volatility-nifty-sensex-gains-11723529181882.html,stocks
Live Mint,"Low battery: The biggest challenge hindering BluSmart, the all-electric cab company",https://www.livemint.com/auto-news/electric-cab-blusmart-ola-uber-11723546679815.html,general
Live Mint,No indexation: Sale of homes needs to be taxed at the same rate as salaried income,https://www.livemint.com/newsletters/indexation-benefit-union-budget-long-term-capital-gains-tax-ltcg-sale-of-homes-salaried-income-investment-physical-asset-11723531226305.html,general
Live Mint,Hero MotoCorp receives  ₹17.64 crore GST notice from Delhi GST authority,https://www.livemint.com/companies/news/hero-motocorp-receives-rs-17-64-crore-gst-notice-from-delhi-gst-authority-11723992658050.html,general
Live Mint,Zomato’s Deepinder Goyal promises to remove AI-Generated food image from menus,https://www.livemint.com/companies/news/zomatos-deepinder-goyal-promises-to-remove-ai-generated-food-image-from-menus-says-leads-to-breach-of-trust-11723982901271.html,general
Live Mint,Snow World owner Prasuk Jain eyes IPO in 2027,https://www.livemint.com/companies/news/snow-world-prasuk-jain-ipo-hospitality-entertainment-game-palacio-formula-karting-debt-oberoi-mall-11723977937278.html,stocks
Live Mint,Foxconn invested $1.4 billion in India till date; CEO says ‘we will grow..’,https://www.livemint.com/companies/news/foxconn-has-invested-1-4-billion-in-indian-business-over-10-billion-business-size-in-2024-11723979397992.html,stocks
Live Mint,"Hey baby, can I get your number? And by that, I mean your credit score",https://www.livemint.com/money/credit-score-dating-relationships-finances-credit-history-debt-marriage-financial-stability-love-companionship-11723982907257.html,general
Live Mint,Raksha Bandhan 2024: List of financial gifts you can give your sister this Rakhi,https://www.livemint.com/money/personal-finance/raksha-bandhan-2024-stocks-mutual-funds-gold-coins-fds-list-of-financial-gifts-you-can-give-your-sister-this-rakhi-11723779362287.html,general
Live Mint,What are the tax implications of receiving a gift?,https://www.livemint.com/money/personal-finance/gift-tax-on-gifts-relatives-non-relatives-employers-exempt-schedule-itr-income-tax-tds-tax-exemption-11723816370418.html,general
Live Mint,How profit on sale of shop purchased in 1999 will be taxed after Budget 2024?,https://www.livemint.com/money/ask-mint-money/how-profit-on-sale-of-shop-purchased-in-1999-will-be-taxed-after-budget-2024-indexation-benefit-real-estate-11723873201572.html,general
Live Mint,Agnikul Cosmos: It’s definitely rocket science,https://www.livemint.com/technology/agnikul-cosmos-agnibaan-sriharikota-mobile-launchpad-aerospace-isro-spacex-boeing-rocket-science-space-technology-11723980092198.html,general
Live Mint,"Raksha Bandhan 2024: Top 5 smartphones to gift your sibling under  ₹20,000",https://www.livemint.com/technology/gadgets/raksha-bandhan-2024-top-5-smartphones-to-gift-your-sibling-under-rs-20-000-cmf-phone-1-oneplus-nord-ce-4-lite-moto-g85-11723973918301.html,general
Live Mint,WhatsApp said to bring Instagram-like chat theme feature,https://www.livemint.com/technology/tech-news/whatsapp-said-to-bring-instagram-like-chat-theme-feature-heres-how-it-will-work-11723966103237.html,general
Live Mint,"Best phones under  ₹15,000 in August 2024: CMF Phone 1, Poco M6 Plus and more",https://www.livemint.com/technology/gadgets/best-phones-under-rs-15-000-in-august-2024-cmf-phone-1-motorola-g64-samsung-galaxy-g15-poco-m6-plus-11723949649630.html,general
Live Mint,"Job addition faster than population growth, says NITI Aayog member",https://www.livemint.com/economy/jobs-rate-population-growth-casual-workers-wages-niti-aayog-virmani-11723983332707.html,general
Live Mint,Wall Street’s big question: How far would Trump go on tariffs?,https://www.livemint.com/economy/wall-street-s-big-question-how-far-would-trump-go-on-tariffs-11723987212881.html,general
Live Mint,Pulse of a nation: Of daal and strained international relations,https://www.livemint.com/economy/india-pulses-daal-lentils-masoor-imports-australia-canada-11723975883646.html,general
Live Mint,Why Indian IT firms dread US economic uncertainty,https://www.livemint.com/economy/it-industry-it-firms-it-services-companies-us-economy-recession-jobs-employment-interest-rates-inflation-11723964443686.html,stocks
Live Mint,"OLA Electric Reveals Big EV Plan for India, Gets First ‘Buy’ Call",https://www.livemint.com/videos/markets/ola-electric-reveals-big-ev-plan-for-india-gets-first-buy-call-ola-electric-shares-price-target-11723802935228.html,stocks
Live Mint,"Cognizant Faces Fresh Backlash, Offers 1% Salary Hike",https://www.livemint.com/videos/companies/cognizant-faces-fresh-backlash-offers-1-salary-hike-after-2002-pay-package-for-freshers-11723789959877.html,general
Live Mint,"New Starbucks CEO Brian Niccol’s Big, Fat Pay Package",https://www.livemint.com/videos/companies/new-starbucks-ceo-brian-niccols-big-fat-pay-package-11723716875848.html,general
Live Mint,This Chinese EV Maker Launches World’s Fastest Charging Batteries,https://www.livemint.com/videos/companies/this-chinese-ev-maker-launches-worlds-fastest-charging-batteries-even-faster-than-tesla-zeekr-11723623718263.html,general
Live Mint,Japan PM Fumio Kishida to Not Run for Re-election; Here’s Why | Japan Economy,https://www.livemint.com/videos/economy/japan-pm-fumio-kishida-to-not-run-for-re-election-here-s-why-japan-economy-11723623619968.html,stocks
Live Mint,Government bans drug combinations with Etodol and paracetamol,https://www.livemint.com/industry/government-expert-committee-fdc-drug-etodolac-paracetamol-medicine-combination-11723968329930.html,general
Live Mint,"Riot Labz plans IPO in 2027, pre-IPO fundraise in FY26: CEO Shishir Gupta",https://www.livemint.com/industry/riot-labz-plans-ipo-in-2027-fundraise-from-pre-ipo-placement-in-fy26-ceo-shishir-gupta-11723968141192.html,stocks
Live Mint,OTT mirrors theatrical medium with sleeper hits,https://www.livemint.com/industry/media/ott-movie-theatres-marketing-budget-movies-tribhuvan-mishra-ca-topper-heeramandi-mirzapur-streaming-platforms-11723961591383.html,general
Live Mint,Nearly 12% of Indian-tested spices fail FSSAI quality and safety standards,https://www.livemint.com/industry/agriculture/nearly-12-of-indian-tested-spices-fail-fssai-quality-and-safety-standards-report-11723970371890.html,general
Live Mint,Examination coaching crisis: It’s a monster of our own creation,https://www.livemint.com/opinion/online-views/examinations-coaching-centres-exams-education-indian-colleges-tutions-anxiety-stress-11723975679834.html,general
Live Mint,China should consider setting a formal inflation target,https://www.livemint.com/opinion/online-views/chinese-central-bank-inflation-targetting-deflation-price-stability-consumer-price-increase-bond-market-rally-us-fed-11723973087978.html,stocks
Live Mint,The US elections will have a big impact on the climate change fight,https://www.livemint.com/opinion/online-views/the-us-elections-will-have-a-big-impact-on-the-climate-change-fight-11723971721687.html,general
Live Mint,Manu Joseph | India’s Supreme Court is right: Exclude the creamy layer,https://www.livemint.com/opinion/online-views/manu-joseph-supreme-court-creamy-layer-reservations-dalits-quotas-poverty-general-category-11723968724070.html,general
Live Mint,Ex-Jammu and Kashmir minister Chowdhary Zulfkar Ali joins BJP ahead of polls,https://www.livemint.com/politics/news/exjammu-and-kashmir-minister-chowdhary-zulfkar-ali-joins-bjp-elections-11723968032705.html,general
Live Mint,Principal Secretary to PM reviews Mpox situation in country,https://www.livemint.com/politics/policy/principal-secretary-pm-reviews-mpox-monkeypox-cases-health-emergency-11723993577512.html,general
Live Mint,Jharkhand ex-CM Champai Soren lists three options amid buzz of joining BJP,https://www.livemint.com/politics/jharkhand-assembly-elections-jmm-leader-champai-soren-lists-three-options-amid-buzz-of-joining-bjp-hemant-soren-11723984557082.html,stocks
Live Mint,"Rahul Gandhi slams PM Modi over UPSC lateral entry, calls it ‘robbery of right’",https://www.livemint.com/politics/rahul-gandhi-slams-modi-govt-over-upsc-lateral-entry-calls-it-robbery-of-rights-prime-example-sebi-buch-adani-11723974335882.html,general
Live Mint,CCPA imposes  ₹3 lakh penalty on coaching centre for misleading exam claims,https://www.livemint.com/education/ccpa-penalty-sriram-s-ias-upsc-exam-coaching-examinations-11723979090913.html,general
Live Mint,India Post GDS merit list 2024 LIVE: Gramin Dak Sevak results soon,https://www.livemint.com/education/news/india-post-gds-merit-list-2024-live-updates-gramin-dak-sevak-official-indiapostgdsonline-gov-in-cut-off-marks-website-11723866744578.html,general
Live Mint,DU UG admission 2024: Last date to accept allocated seats in Round 1 ends today,https://www.livemint.com/education/news/du-ug-admission-2024-delhi-universitys-last-date-to-accept-allocated-seats-in-round-1-ends-today-duacin-11723983737076.html,general
Live Mint,UGC NET June 2024 exam admit card for August 21-23 exams OUT. How to download,https://www.livemint.com/education/news/ugc-net-june-2024-exam-admit-card-for-august-21-23-exams-out-direct-link-how-to-download-11723955359909.html,stocks
Live Mint,"Sunita Williams stuck in space, ISRO chief says ’she’s in a situation where…’",https://www.livemint.com/science/news/sunita-williams-barry-wilmore-stuck-in-space-isro-chief-s-somanath-says-shes-in-a-situation-now-where-gaganyaan-11723994027227.html,general
Live Mint,The dominant model of the universe is creaking,https://www.livemint.com/science/news/dark-energy-the-universe-galaxies-big-bang-big-freeze-big-rip-big-crunch-standard-model-of-cosmology-11723982510478.html,general
Live Mint,Colour of your tongue may indicate underlying health condition; here’s how,https://www.livemint.com/science/news/ai-turns-doctor-detects-diseases-with-98-accuracy-by-analysing-tongue-colour-as-per-chinese-medicine-practice-11723975622508.html,general
Live Mint,Only 5% of therapies tested on animals are approved for human use,https://www.livemint.com/science/health/medical-research-animal-testing-drug-development-drug-approval-fda-approval-animal-ethics-ai-in-drug-discovery-11723967918753.html,general
Live Mint,’Was once gifted desi ghee’: Neeraj as Pakistan’s Arshad gets buffalo,https://www.livemint.com/sports/athletics-news/neeraj-chopra-unveils-reason-behind-pakistan-arshad-nadeem-getting-buffalo-was-once-gifted-desi-ghee-paris-olympics-11724002206084.html,general
Live Mint,Vinesh Phogat opens up on retirement after returning home: ’Can’t say what I…’,https://www.livemint.com/sports/athletics-news/vinesh-phogat-opens-up-on-retirement-after-returning-home-olympic-incident-is-a-deep-wound-cant-say-what-i-will-do-11723991752459.html,general
Live Mint,Gautam Gambhir effect? Rishabh Pant shows off bowling skills during T20 match,https://www.livemint.com/sports/cricket-news/gautam-gambhir-effect-rishabh-pant-shows-off-his-bowling-skills-during-delhi-premier-league-t20-showdown-watch-11723969159818.html,general
Live Mint,Watch: Rahul Dravid’s son hits blazing six during Maharaja Trophy,https://www.livemint.com/sports/cricket-news/watch-rahul-dravids-son-hits-blazing-six-during-maharaja-trophy-stirs-memories-of-the-wall-11723955887303.html,general
Live Mint,India’s unforgettable T20 World Cup victory celebrations in pictures,https://www.livemint.com/photos/indias-unforgettable-t20-world-cup-2024-victory-in-pictures-rohit-virat-hardik-dravid-bumrah-kuldeep-jadeja-barbados-11719734626904.html,general
Live Mint,International Yoga Day 2024: A glimpse of celebrations across the globe,https://www.livemint.com/photos/international-yoga-day-2024-from-patna-new-york-mumbai-kochi-washington-nepal-punjab-bihar-celebrations-globe-11718932712435.html,general
Live Mint,"In pics: New iPad Pro to Pencil Pro, all announced at Apple Let Loose Event 2024",https://www.livemint.com/photos/in-pics-2024-ipad-pro-to-pencil-pro-everything-announced-at-apple-let-loose-event-2024-11715102472391.html,general
Live Mint,"In pics: BMW i5 all electric sedan launched in India at  ₹1.20 Cr, have a look!",https://www.livemint.com/photos/in-pics-bmw-i5-all-electric-sedan-launched-in-india-can-accelerate-from-0-100-km-in-3-8-seconds-11714065400445.html,general
Live Mint,Raksha Bandhan 2024:  5 Gifts Ideas For Your Siblings04:23 PM IST,https://www.livemint.com/web-stories/raksha-bandhan-2024-5-gifts-ideas-for-your-siblings-11723880994796.html,general
Live Mint,6 Rakhi Recipes: Sweets and Snacks which you can enjoy with family12:19 PM IST,https://www.livemint.com/web-stories/6-rakhi-recipes-sweets-and-snacks-which-you-can-enjoy-with-family-11723877595760.html,general
Live Mint,Raksha Bandhan 2024: Five Rakhi Gift Hamper Ideas for your siblings12:16 PM IST,https://www.livemint.com/web-stories/raksha-bandhan-2024-five-rakhi-gift-hamper-ideas-for-your-siblings-11723871916598.html,general
Live Mint,Hindustan Zinc drops 8% in trade today: 10 key highlights16 Aug 2024,https://www.livemint.com/web-stories/hindustan-zinc-drops-8-in-trade-today-10-key-highlights-11723811005479.html,general
Live Mint,"Weekend Wrap: From Trent to Saraswati Saree, top market movers and news",https://www.livemint.com/market/stock-market-news/weekend-wrap-august-16-from-trent-to-saraswati-saree-top-market-movers-and-news-of-week-oil-india-mphasis-11723962406763.html,stocks
Live Mint,3 stocks that will make the perfect Raksha Bandhan gift for your sister,https://www.livemint.com/market/stock-market-news/3-stocks-by-master-capital-that-will-make-the-perfect-raksha-bandhan-gift-for-your-sister-tata-motors-l-t-hcl-tech-11723803323851.html,stocks
Live Mint,Is Warren Buffett’s massive cash pile an indication of a coming market downturn?,https://www.livemint.com/market/stock-market-news/is-warren-buffetts-massive-cash-pile-an-indication-of-a-coming-market-downturn-11723801154392.html,stocks
Live Mint,’Markets likely to remain volatile; prioritise numbers over narratives’,https://www.livemint.com/market/stock-market-news/markets-likely-to-remain-volatile-prioritise-numbers-over-narratives-says-sushant-bhansali-of-ambit-asset-management-11723801974809.html,stocks
CNBCTV18 Market,Top Market News,N/A,stocks
CNBCTV18 Market,Share Market Live,N/A,stocks
CNBCTV18 Market,"Top Stocks To Watch: Maruti Suzuki, Hindustan Zinc, Brightcom Group, Adani Enterprises and more",N/A,stocks
CNBCTV18 Market,"Brightcom Group to apply for trading suspension revocation with BSE, NSE post these steps",N/A,stocks
CNBCTV18 Market,"Trade Setup for August 19: Nifty set to reclaim 25,000 after the Friday breakout?",N/A,general
CNBCTV18 Market,"FPIs turn net sellers; pull out ₹21,201 crore from equities in August so far",N/A,stocks
CNBCTV18 Market,Ajmera Realty & Infra India receives CRISIL A-/stable rating,N/A,general
CNBCTV18 Market,Rekha Jhunjhunwala's portfolio stock announces dividend record date,N/A,stocks
CNBCTV18 Market,UNO Minda appoints Ramesh KS as new CEO of ECS-2 domain,N/A,general
CNBCTV18 Market,Samvardhana Motherson arm acquires 34% stake in Motherson Auto Solutions from Sojitz Corporation,N/A,general
CNBCTV18 Market,The surge of lab-grown diamonds: A glimpse into India's shifting gemstone industry,N/A,general
CNBCTV18 Market,Gold prices surge amid weak dollar and rising US Fed rate cut expectations: Should you buy,N/A,stocks
CNBCTV18 Market,Exclusive | Ruchir Sharma: West has seen a zombification of capitalism,N/A,stocks
CNBCTV18 Market,"Exclusive | India is the last bull market standing in the world, says Ruchir Sharma",N/A,stocks
CNBCTV18 Market,"Exclusive | India's privatisation is a result of 'malign neglect', says Ruchir Sharma",N/A,general
CNBCTV18 Market,Exclusive | Wrong for a handful of companies to hold so much power: Ruchir Sharma on Big Tech,N/A,general
CNBCTV18 Market,Explained - How unwinding of the popular 'carry trade' has spooked global markets,N/A,stocks
CNBCTV18 Market,Gold prices rise to record high: 3 reasons why,N/A,general
CNBCTV18 Market,How BSE may benefit from a SEBI proposal to curb F&O frenzy,N/A,general
CNBCTV18 Market,Precious metal prices on the rise: Is now the time to invest in silver ETFs?,N/A,stocks
CNBCTV18 Main,Top Business News,N/A,general
CNBCTV18 Main,Terms and Conditions,N/A,general
CNBCTV18 Main,"Trade Setup for August 19: Nifty set to reclaim 25,000 after the Friday breakout?",N/A,general
CNBCTV18 Main,"Brightcom Group to apply for trading suspension revocation with BSE, NSE post these steps",N/A,stocks
CNBCTV18 Main,"FPIs turn net sellers; pull out ₹21,201 crore from equities in August so far",N/A,stocks
CNBCTV18 Main,"'She was targeted, accused could be part of plot hatched by big fish': Kolkata doctor's colleagues",N/A,general
CNBCTV18 Main,"Our fight will continue, truth will prevail, says Vinesh Phogat after returning to India from Paris",N/A,general
CNBCTV18 Main,Legal Digest | Why transferring govt land at a nominal price is arbitrary,N/A,general
CNBCTV18 Main,78th Independence Day | Why it's time to work towards realising the dream of our past generation,N/A,general
CNBCTV18 Main,78th Independence Day | What does India need to achieve healthcare freedom,N/A,general
CNBCTV18 Main,Here are the trends and opportunities in legal industry digital transformation,N/A,general
CNBCTV18 Main,"Top Stocks To Watch: Maruti Suzuki, Hindustan Zinc, Brightcom Group, Adani Enterprises and more",N/A,stocks
CNBCTV18 Main,"10 killed, 27 injured as van collides with bus in UP's Bulandshahr",N/A,general
CNBCTV18 Main,"Junior doctors hold protest for 10th day, healthcare services affected across West Bengal",N/A,general
CNBCTV18 Main,Air India cabin crew member assaulted by intruder at London hotel,N/A,general
