Source,Headline,URL,Label,result
Live Mint,ECB’s Lane Says Return to 2% Inflation Target Not Yet Secure,https://www.livemint.com/economy/ecbs-lane-says-return-to-2-inflation-target-not-yet-secure-11724526885763.html,stocks,Hold/No action
Live Mint,Here’s Why Decathlon is Investing €100 Million in India,https://www.livemint.com/videos/companies/heres-why-decathlon-is-investing-100-million-in-india-11724319281908.html,stocks,Buy shares of the company
Live Mint,"OLA Electric Reveals Big EV Plan for India, Gets First ‘Buy’ Call",https://www.livemint.com/videos/markets/ola-electric-reveals-big-ev-plan-for-india-gets-first-buy-call-ola-electric-shares-price-target-11723802935228.html,stocks,Buy shares of the company
Live Mint,SBI Mutual Funds get RBI approval to acquire 9.99% stake in Karur Vysya Bank,https://www.livemint.com/industry/banking/sbi-mutual-funds-get-rbi-approval-to-acquire-9-99-stake-in-karur-vysya-bank-increasing-its-presence-in-banking-sector-11724461858592.html,stocks,Buy shares of the company
Live Mint,NASA images: Hubble Telescope shares 6 breathtaking photos of Galaxies,https://www.livemint.com/science/news/nasa-images-hubble-telescope-shares-6-breathtaking-photos-of-galaxies-revealing-cosmic-wonders-11724472378449.html,stocks,Hold/No action
Live Mint,7 everyday habits that will instantly make you happier23 Aug 2024,https://www.livemint.com/web-stories/7-everyday-habits-that-will-instantly-make-you-happier-11724415405806.html,stocks,Hold/No action
Live Mint,Mutual Funds:  ₹1 lakh invested at the inception in this scheme grew to 70 lakh,https://www.livemint.com/money/personal-finance/magic-of-compounding-rs-1-lakh-invested-in-this-scheme-at-launch-would-have-grown-to-70-lakh-icici-pru-multi-asset-fund-11724498034140.html,stocks,Buy shares of the company
Live Mint,SEBI spends below 5 per cent of IPEF corpus on investors’ education: Report,https://www.livemint.com/money/sebi-spends-below-5-per-cent-of-ipef-corpus-on-education-awareness-of-investors-report-11724493335777.html,stocks,Buy shares of the company
Live Mint,"Weekend Wrap: From IndiGo to Mphasis, top market movers of week",https://www.livemint.com/market/stock-market-news/weekend-wrap-august-23-stock-market-dixon-technologies-top-market-movers-and-news-of-week-mutual-funds-11724397762339.html,stocks,Hold/No action
India-Express,Luxury yacht sinks off Sicily: what questions must investigators answer?,https://indianexpress.com/article/explained/explained-global/luxury-yacht-sinking-investigators-questions-9532286/,stocks,Buy shares of the company
India-Express,"Bigg Boss OTT 3 fame Shivani Kumari buys car worth Rs 13 lakh, poses with mother. See pics",https://indianexpress.com/article/trending/trending-in-india/shivani-kumari-buys-new-car-bigg-boss-ott-3-viral-photos-9532319/,stocks,Buy shares of the company
India-Express,Now buy seeds and planting material online from Government’s MyStore platform,https://indianexpress.com/article/india/now-buy-seeds-and-planting-material-online-from-governments-mystore-platform-9532289/,stocks,Buy shares of the company
India-Express,5 premium yet compact smartphones to buy in 2024,https://indianexpress.com/article/technology/mobile-tabs/5-premium-yet-compact-smartphones-to-buy-in-2024-9532253/,stocks,Buy shares of the company
India-Express,Buy All-Access Plan,https://indianexpress.com/subscribe/all-access/,stocks,Buy shares of the company
India-Express,Buy Digital Premium,https://indianexpress.com/subscribe/premium/,stocks,Buy shares of the company
India-Express,Luxury yacht sinks off Sicily: what questions must investigators answer?,https://indianexpress.com/article/explained/explained-global/luxury-yacht-sinking-investigators-questions-9532286/,stocks,Buy shares of the company
India-Express,"Bigg Boss OTT 3 fame Shivani Kumari buys car worth Rs 13 lakh, poses with mother. See pics",https://indianexpress.com/article/trending/trending-in-india/shivani-kumari-buys-new-car-bigg-boss-ott-3-viral-photos-9532319/,stocks,Buy shares of the company
India-Express,Now buy seeds and planting material online from Government’s MyStore platform,https://indianexpress.com/article/india/now-buy-seeds-and-planting-material-online-from-governments-mystore-platform-9532289/,stocks,Buy shares of the company
India-Express,5 premium yet compact smartphones to buy in 2024,https://indianexpress.com/article/technology/mobile-tabs/5-premium-yet-compact-smartphones-to-buy-in-2024-9532253/,stocks,Buy shares of the company
India-Today-business,"Centre announces Unified Pension Scheme, employees to get assured minimum fund",https://www.indiatoday.in/business/india/story/new-pension-scheme-ups-government-employees-to-get-assured-minimum-fund-retirement-2587381-2024-08-24,stocks,Hold/No action
India-Today-business,US stock markets soar as Fed Chair Jerome Powell signals imminent rate cut,https://www.indiatoday.in/business/business/story/us-federal-reserve-chair-jerome-powell-speech-jackson-hole-conference-rate-cut-2587099-2024-08-23,stocks,Hold/No action
India-Today-business,"'Time has come' to cut key interest rate after 23-year high, says US Fed Chair",https://www.indiatoday.in/business/business/story/us-federal-reserve-chair-presidential-election-kamala-harris-presidential-campaign-2587055-2024-08-23,stocks,Hold/No action
India-Today-business,Sebi bans Anil Ambani from securities market for 5 years: Story in 6 points,https://www.indiatoday.in/business/business/story/sebi-bans-anil-ambani-from-securities-market-for-5-years-key-points-explaind-2586936-2024-08-23,stocks,Hold/No action
India-Today-business,"Sensex, Nifty end with marginal gains; Bajaj Auto jumps 5%",https://www.indiatoday.in/business/business/story/stock-market-closing-bell-sensex-nifty-bajaj-auto-global-cues-us-fed-jerome-powell-2586906-2024-08-23,stocks,Hold/No action
India-Today-business,"RVNL, IRFC, Ircon, RailTel: Why these railway stocks are gaining after long correction",https://www.indiatoday.in/business/business/story/rvnl-irfc-ircon-railtel-why-these-railway-stocks-are-gaining-after-long-correction-multibagger-stocks-2586819-2024-08-23,stocks,Hold/No action
India-Today-business,Zomato shares rise 4% today. Will the bull run continue?,https://www.indiatoday.in/business/business/story/zomato-shares-rise-4-today-will-the-bull-run-continue-brokerage-view-explained-2586769-2024-08-23,stocks,Hold/No action
India-Today-business,Explained: Why Reliance shares gained ahead of upcoming AGM,https://www.indiatoday.in/business/business/story/reliance-industries-limited-shares-gain-ahead-of-annual-general-meeting-brokerage-views-target-price-2586746-2024-08-23,stocks,Hold/No action
India-Today-business,"Sebi imposes 5-year trading ban on Anil Ambani, fines him Rs 25 crore",https://www.indiatoday.in/business/business/story/sebi-trading-ban-anil-ambani-24-others-securities-market-5-years-2586698-2024-08-23,stocks,Hold/No action
India-Today-business,"Sensex, Nifty open flat as global markets cautious; RVNL, IRFC gain",https://www.indiatoday.in/business/business/story/stock-market-opening-update-sensex-nifty-global-markets-cautious-rvnl-irfc-2586671-2024-08-23,stocks,Hold/No action
India-Today-business,Explained: Why Jackson Hole Symposium 2024 matters for global markets,https://www.indiatoday.in/business/business/story/jackson-hole-symposium-2024-importance-global-markets-jerome-powell-chair-federal-reserve-september-rate-cut-2586455-2024-08-22,stocks,Hold/No action
India-Today-business,Invested in debt mutual funds pre-April 2023? See if you get indexation benefit,https://www.indiatoday.in/business/business/story/invested-in-debt-mutual-funds-before-april-2023-check-if-you-will-receive-indexation-benefit-budget-2024-changes-2586430-2024-08-22,stocks,Buy shares of the company
India-Today-business,Grocery bills set to decline as food inflation shows signs of cooling,https://www.indiatoday.in/business/business/story/food-inflation-grocery-shopping-bill-monsoon-good-harvest-2586320-2024-08-22,stocks,Hold/No action
India-Today,How Congress got the upper hand in the battle of likes and shares,https://www.indiatoday.in//sunday-special/story/congress-upper-hand-in-social-media-battle-of-likes-shares-on-x-twitter-facebook-instagram-youtube-against-bjp-2587432-2024-08-25,stocks,Hold/No action
India-Today,"DNC 2024: Harris to follow Trumpian narrative on economy; can she take a different stance on Gaza? | Geeta's World, Ep 101",https://podcasts.indiatoday.in/politics-&-history/geetas-world/dnc-2024-harris-to-follow-trumpian-narrative-on-economy-can-she-take-a-different-stance-on-gaza-geetas-world-ep-101-1075523-2024-08-20?utm_source=it,stocks,Hold/No action
India-Today,"Can you regrow teeth? | Health Wealth, Ep 56",https://podcasts.indiatoday.in/health/health-wealth/can-you-regrow-teeth-health-wealth-ep-56-1074790-2024-08-19?utm_source=it,stocks,Hold/No action
India-Today,"Breaking down India’s complex air defence system | In Our Defence, S02, Ep 35",https://podcasts.indiatoday.in/politics-&-history/in-our-defence/breaking-down-indias-complex-air-defence-system-in-our-defence-s02-ep-35-1072468-2024-08-15?utm_source=it,stocks,Hold/No action
NDTV,Study Abroad: Explore Jobs And Career Options In Japan,https://www.ndtv.com/education/webstories/study-abroad-explore-jobs-and-career-options-in-japan-22965#pfrom=home-ndtv_webstories,stocks,Hold/No action
NDTV,"Exclusive: SBI Plans To Raise Up To Rs 7,500 crore Via Tier-II Bonds By August-End",https://www.ndtvprofit.com/economy-finance/exclusive-sbi-plans-to-raise-up-to-rs-7500-crore-via-tier-ii-bonds-by-august-end#pfrom=home-ndtv_ndtvprofit,stocks,Hold/No action
The-Economic-Times,Top Gainers:Market News,https://economictimes.indiatimes.com//markets,stocks,Hold/No action
The-Economic-Times,Top Mutual Funds:Mutual Funds,https://economictimes.indiatimes.com//mf/best-mutual-funds-to-buy/top-mutual-fund-schemes-to-invest,stocks,Hold/No action
The-Economic-Times,ET MARKETSPharma & healthcare funds top return chartNifty eyes fresh peak. 5 factors to track this weekTime to book profit in CDSL shares: Anand James,https://economictimes.indiatimes.com//markets,stocks,Hold/No action
The-Economic-Times,Pharma & healthcare funds top return chart,https://economictimes.indiatimes.com/mf/analysis/pharma-amp-healthcare-mutual-funds-rule-return-chart-in-last-week-offer-over-10-return/slideshow/112775891.cms,stocks,Hold/No action
The-Economic-Times,Time to book profit in CDSL shares: Anand James,https://economictimes.indiatimes.com/markets/expert-view/after-25-rally-in-august-time-to-book-profit-in-cdsl-shares-anand-james/articleshow/112775773.cms,stocks,Hold/No action
The-Economic-Times,Women's role to grow India's economy imp: PM,https://economictimes.indiatimes.com/news/newsblogs/india-latest-news-monsoon-delhi-rains-mumbai-sc-kolkata-doctor-rape-murder-case-rahul-gandhi-assembly-elections-us-elections-maharashtra-rape-case-august-25/liveblog/112773608.cms,stocks,Hold/No action
The-Economic-Times,"PM releases Rs 2,500 cr revolving fund for SHGs",https://economictimes.indiatimes.com/news/india/pm-modi-releases-rs-2500-cr-revolving-fund-benefiting-48-lakh-shg-members/articleshow/112777210.cms,stocks,Hold/No action
The-Economic-Times,Not TCS. Not HDFC. 3 stocks that beat all benchmarks and peers in the last 20 years.,https://economictimes.indiatimes.com/prime/money-and-markets/not-tcs-not-hdfc-3-stocks-that-beat-all-benchmarks-and-peers-in-the-last-20-years-/primearticleshow/112634366.cms,stocks,Hold/No action
The-Economic-Times,Some midcap have higher growth potential due to sectoral tailwinds: 4 midcap stocks with upside potential of up to 31%,https://economictimes.indiatimes.com/markets/stocks/news/some-midcap-have-higher-growth-potential-due-to-sectoral-tailwinds-4-midcap-stocks-with-upside-potential-of-up-to-31/articleshow/112780038.cms,stocks,Buy shares of the company
The-Economic-Times,"One ratio which helps in bullish, confusing & 'sectoral bearish times': 4 stocks for long term investors",https://economictimes.indiatimes.com/markets/stocks/news/one-ratio-which-helps-in-bullish-confusing-sectoral-bearish-times-4-stocks-for-long-term-investors/articleshow/112777231.cms,stocks,Buy shares of the company
The-Economic-Times,"Asset light with possible annuity income stream: 5 non IT, services sector stocks with upside potential of up to 31%",https://economictimes.indiatimes.com/markets/stocks/news/asset-light-with-possible-annuity-income-stream-5-non-it-services-sector-stocks-with-upside-potential-of-up-to-31/articleshow/112775972.cms,stocks,Hold/No action
The-Economic-Times,"USFDA pulls up Eugia for mfg lapsesOil giants keep rolling in finesWhy Election Day winner may not be US PrezWhat weapons do Lebanon's Hezbollah have?IndiGo to launch 'Mx' option for bookingIndia and Oz set for next CECA talks in NovHow JD Vance found his way to church'Revoke 18% GST on health & life insurance'Putin played on Trump's ego, top adviser saysIndia clarifies stance on Russia oil tradeWomen pull out all stops to get 'board-ready'Unified Pension Scheme: All key points CBI raids ex-RG Kar principal's premisesDelhi is drowning in trash, silt and a feudA big NASA decision adds to Boeing's woesWhy Telugu cuisine needs an ambassadorWho is Pavel Durov, CEO of Telegram?'Private philanthropy must step up'US: Fed's actions loud in inflation fightChevron to invest Rs 8,300 cr in K'takaGovt cuts rates on exports of gold, silverZydus buys 50% stake in Sterling BiotechIndian telcos aim for 10% share in 6G patentsYacht sinking: Manslaughter probe openedTop IT execs playing financial musical chairsMumbai helicopter crashes in PuneTightrope: After Putin, Modi hugs ZelenskyyIndia's health insurance sector has a challengeIndians eye EU in off season; visas delayedBank alerts might be disrupted next monthTrump struggles to keep spotlight in poll warWhy 7-Eleven is a national treasure in JapanZydus to buy 50% stake in Sterling BiotechThe painkiller used for just about anything₹3,000 cr GST breather for foreign shippersMore from Top News »",https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/usfda-pulls-up-eugia-for-manufacturing-lapses-data-accuracy-at-hyderabad-plant/articleshow/112778629.cms,stocks,Buy shares of the company
The-Economic-Times,US: Fed's actions loud in inflation fight,https://economictimes.indiatimes.com/news/international/world-news/feds-actions-spoke-louder-than-words-in-inflation-fight-research-shows/articleshow/112767763.cms,stocks,Hold/No action
The-Economic-Times,"Chevron to invest Rs 8,300 cr in K'taka",https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/chevron-to-invest-rs-8300-crore-in-karnataka-minister-patil/articleshow/112767314.cms,stocks,Buy shares of the company
The-Economic-Times,Zydus buys 50% stake in Sterling Biotech,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/zydus-lifesciences-acquires-50-stake-in-sterling-biotech/articleshow/112766688.cms,stocks,Buy shares of the company
The-Economic-Times,Zydus to buy 50% stake in Sterling Biotech,https://economictimes.indiatimes.com/industry/healthcare/biotech/zydus-lifesciences-to-acquire-50-pc-stake-in-sterling-biotech-from-perfect-day/articleshow/112758307.cms,stocks,Buy shares of the company
The-Economic-Times,"Telangana Cyber Security Bureau arrests two persons for Rs 175 crore fraud using 'mule accounts'Strong client interest on GenAI; don't foresee layoffs within Infosys from new-age tech: CEO Salil Parekh10 Best Selfie Stick Tripods for Picture-Perfect PhotographyFatima Sana named Pakistan skipper for Women's T20 World CupWhat is Hezbollah, the Lebanese group trading fire with Israel?Chirag Paswan re-elected as Lok Janshakti Party (Ram Vilas) chief for 5 yearsNorth American Punjabi Association condemns attack on NRI in AmritsarSome midcap have higher growth potential due to sectoral tailwinds: 4 midcap stocks with upside potential of up to 31%Delhi Minister Atishi claims DJB budget shortages are part of a conspiracyBitcoin struggles to match global market recovery trendsDanfoss India confident of doubling sales by 2025, company president saysNacer Zorgani, voice of Olympic boxing, now targets Paralympic glory as judokaMeet Tanvi Patri: The Sindhu-like talent with Olympic medal potentialWhat is Islamic State, the group implicated in Germany stabbing? Check history, new tactics, and strength in Africa and Middle EastCBI raids RG Kar Medical College in financial irregularities caseMore from Latest News »",https://economictimes.indiatimes.com/news/india/telangana-cyber-security-bureau-arrests-two-persons-for-rs-175-crore-fraud-using-mule-accounts/articleshow/112780580.cms,stocks,Buy shares of the company
The-Economic-Times,10 Best Selfie Stick Tripods for Picture-Perfect Photography,https://economictimes.indiatimes.com/top-trending-products/electronics/accessories/best-selfie-stick-tripods-for-picture-perfect-photography/articleshow/112780049.cms,stocks,Hold/No action
The-Economic-Times,"What is Hezbollah, the Lebanese group trading fire with Israel?",https://economictimes.indiatimes.com/news/defence/what-is-hezbollah-the-lebanese-group-trading-fire-with-israel/articleshow/112780288.cms,stocks,Hold/No action
The-Economic-Times,Some midcap have higher growth potential due to sectoral tailwinds: 4 midcap stocks with upside potential of up to 31%,https://economictimes.indiatimes.com/markets/stocks/news/some-midcap-have-higher-growth-potential-due-to-sectoral-tailwinds-4-midcap-stocks-with-upside-potential-of-up-to-31/articleshow/112780038.cms,stocks,Buy shares of the company
The-Economic-Times,Bitcoin struggles to match global market recovery trends,https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-struggles-to-match-global-market-recovery-trends/articleshow/112780089.cms,stocks,Hold/No action
The-Economic-Times,"'Stree 2' box office collections cross Rs 500 crore-mark worldwideThe Hindi horror comedy 'Stree 2', featuring Rajkummar Rao and Shraddha Kapoor, grossed over Rs 500 crore globally, according to its creator...Candytoy expects Rs 450 cr turnover by FY26, to divest 10 pc stake at Rs 900-cr valuationCandytoy Corporate, the maker of candy toys for major brands, planned to hit a Rs 450 crore turnover by the next fiscal. To achieve this, th...USFDA pulls up Eugia for manufacturing lapses, data accuracy at Hyderabad plantThe US Food and Drug Administration (USFDA) has issued a warning letter to Eugia Pharma Specialities, a subsidiary of Aurobindo Pharma, citi...ONGC opens well in KG field to raise oil productionONGC has started production from its fifth oil well in the Krishna Godavari basin, enhancing crude oil and natural gas output. This expansio...Oil giants keep rolling in fines: IOC, BPCL & others hit for missing board norms for fifth consecutive quarter​​ Stock exchanges BSE and NSE have slapped fines on oil refining and fuel marketing giants Indian Oil Corporation (IOC), Hindustan Petroleu...Second edition of ET Infra ‘Global Ports & Shipping Summit’ to explore the road ahead for Maritime Amrit Kaal Vision 2047The second edition of the summit will be held on 26th September in Mumbai and will see participation from top echelons of the government, pu...",https://economictimes.indiatimes.com/industry/media/entertainment/stree-2-box-office-collections-cross-rs-500-crore-mark-worldwide/articleshow/112778879.cms,stocks,Sell shares of the company
The-Economic-Times,Bitcoin struggles to match global market recovery trends,https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-struggles-to-match-global-market-recovery-trends/articleshow/112780089.cms,stocks,Hold/No action
The-Economic-Times,"Solana takes over Ethereum, what's next for investors? Anush Jafer...",https://economictimes.indiatimes.com/markets/cryptocurrency/solana-takes-over-ethereum-whats-next-for-investors-anush-jafer-explain/articleshow/112734589.cms,stocks,Buy shares of the company
